timestamp,cotovelo_direito,cotovelo_esquerdo,joelho_direito,joelho_esquerdo,ombro_direito,ombro_esquerdo,quadril_direito,quadril_esquerdo,tornozelo_direito,tornozelo_esquerdo
270.1421961784363,74.07162833473684,76.01485743734305,172.83613203490557,177.29384802190492,31.779680138778975,27.475475641284063,174.24186955845335,171.27148711403422,173.22353043388375,169.42727732064773
270.48709750175476,178.03233248739144,70.15615941588784,179.0704351493434,175.39054455361406,3.392888636539914,36.223385697957845,175.11319084450702,173.43397224037167,176.39128555047384,
270.82446479797363,47.453383192537096,76.10085154644895,171.2541839977264,178.7908299356274,4.615571706313902,13.877317073536103,179.46496500985813,170.78102192076526,176.2890363453226,166.1425029675385
271.1707572937012,161.58602968987623,43.56842409143359,179.4944346915328,179.3295355895736,3.6690219751866837,30.862636823880482,176.50019804078062,174.19241204548445,173.32561540763226,170.6389159855829
271.51055002212524,34.660311451885526,73.16861090445471,168.70653009815277,176.7831434173292,9.29190027052131,10.272026653756834,174.59283486840854,174.56161409081486,156.3228704971541,166.3960574570044
271.85521125793457,168.10403281898638,56.02551213374849,173.6915378506721,179.95549583558864,2.5022544828464546,11.239729425906658,174.43123284988906,175.3440046753449,160.12134959038391,179.37051687460004
272.19534158706665,,133.09402483433428,164.6062761665593,162.53795649365048,,28.28709700084679,178.28893763045463,174.7004418614941,145.14260433567176,156.26814848065828
272.54175901412964,,71.1632606941918,178.66137720877276,177.8297954419278,,16.101175182681864,176.23589002423813,172.70368453934046,165.05111045980524,179.16630865939297
272.8773772716522,15.557424453826517,103.25689454576921,175.9816548414463,174.02712907603305,22.5700779928627,35.297626891304425,176.076504674883,170.30607313236203,153.47998536404978,178.57902723748373
273.22515320777893,71.36455242963109,37.66036777340116,68.78889776362315,176.2248855098805,30.02789874735916,24.447951546101084,174.53763317304112,170.9810680857731,76.89328042281275,171.4745447860553
273.58447456359863,86.63261911373229,75.58315716059232,167.48721280443067,25.26721293776452,16.674673104318142,43.456538156889216,174.66911822420033,169.72118173524498,162.28640536072857,49.86385299804061
273.92897152900696,66.56668651154713,105.5598859380513,146.13602034934962,174.20909776299314,25.747611395707626,28.44214581003806,175.73343686498382,167.69586698209574,162.873860154833,177.41194792241265
274.2686462402344,49.36263683908136,80.55014507772636,168.42034808170234,142.29531804013234,19.4278091806891,43.998469543694284,175.12068494024058,172.8761660079489,153.05070646039397,160.8552667769851
274.62161207199097,62.47384895223752,162.3796632061619,179.82524648576134,176.40499619532645,6.9846893383704876,24.517664043078376,177.4904261124464,170.82949115744808,178.81930646151946,174.51533977423884
274.95633268356323,123.70624658880503,64.64342747204103,177.4942283291101,178.9344051565285,6.310322032017344,26.23430397778048,175.8775816580008,175.1042277825667,174.81637330383631,
275.2978494167328,45.56979677884188,90.53124488089776,169.42765966560347,178.87251366418556,15.135424219228472,7.062187477720414,176.88863895695803,169.9468194120232,177.71478842870692,159.17405668950326
275.75785851478577,99.94546779178191,79.4918885623847,168.57243181327368,,21.29483560114738,37.20051597348333,178.6771135429622,171.05742641068005,146.4931550283799,
276.10959482192993,96.018618536966,118.01427539003215,173.04163304727328,174.98753113876475,15.18958350316276,31.901586692716787,178.3463664735164,167.28684475508544,164.04412664584424,
276.4599652290344,173.35182770275114,59.03853016914689,177.3760406302461,,6.665786275213652,35.10166926739456,178.18409623223516,173.56471756726532,166.6343027795408,
276.7995069026947,47.36719622272955,93.70769650857065,177.26480628856234,178.3683768991401,18.662005983721105,5.963650398732739,177.3453849578355,171.2844333502448,174.34938975381104,
277.14749217033386,,78.09978074237866,179.30408284788479,176.29681888331714,,14.81703327278828,175.01453241370717,174.3087018136611,169.5734068515743,
277.4866580963135,35.14453897351404,101.94618730462713,178.9055718249776,179.644144185941,19.694543965009135,7.054469384036465,177.91756236421855,173.2212456721917,176.6741006288935,164.3773119545891
277.8487741947174,,58.18744727844216,178.3720279347581,179.06583425066287,,20.7587536775835,179.17979856170805,175.05976467766828,166.93398926338875,170.62480488890577
278.1859998703003,,66.77057636555078,176.35804324870068,175.86028164140563,,17.41446929270254,175.34464886614083,170.5268866117069,160.1767901940757,174.61619350823432
278.56065917015076,100.13149614765324,39.53516036955386,176.7245850031544,179.29226351179906,25.225609827056495,14.920692837430447,177.6624823725697,172.92696869713026,161.03938401475284,179.87990091548016
278.8978970050812,46.21263772903773,72.13417251083966,174.14171371828152,178.21607692939534,18.008739965749083,2.706778439168667,178.66078061253734,170.32334762736397,160.70402640844776,179.12114219535945
279.23842096328735,101.7000093140517,45.77070419099978,178.295446048411,176.31586870298136,21.01754578782013,11.222566365765122,175.99069175352832,171.06920235842816,166.0885256016332,170.45575135631384
279.5736093521118,15.173796691225679,93.30172224569026,170.46685550424178,178.65428472313596,25.626987718390858,35.806688165472345,173.62534133908696,169.55374213091787,143.11962630619192,178.42438616894006
279.9139394760132,76.96307566646898,44.92497051525006,113.33413645210109,175.42492777354613,25.850229645271725,26.982233701495876,175.19740313346765,168.61185684730305,123.14240545175957,163.70170818485067
280.25910902023315,17.970052408125976,66.45220721137498,166.59068337248252,101.07566899348353,20.35092408639638,37.02907403300691,174.768027936198,172.72107645712947,162.13848591953348,126.21860261263384
